"referrer","partgender","anchoring","anch_n","anch_m","anch_sd","study","stat_know","spss","rcran","stata","sas","matlab","python","other","nopro","noanch","rng","full","tries","descr","bonus"
"R_1KQeAX2cqp2gCEJ",0,1,25,38923.13,1164.2,4,"8",NA,"1",NA,NA,NA,NA,NA,NA,0,1,0,"4","I fabricated datasets of 64 men and 64 women per condition. My general strategy was to think about what population distributions the data might come from if the hypothesis were true, and then randomly generate numbers from those distributions. /  / For all studies, I began by speculating what number people's guesses would center around per condition, and I tried to create distributions around those numbers. /  / I haven't run anchoring studies, but I figured that responses would be slightly skewed away from the anchor. For the first three studies, I used beta distributions that were skewed accordingly. For the last one (distance from NY to SF), I used normal distributions because the range of plausible values seemed so small. In retrospect, this might have been based on my knowledge of the two conditions, and not representative of how subjects would actually think without that knowledge. /  / For the first three studies, I started by plotting the densities of random beta distributions. I multiplied the randomly generated values by a number that made the distributions as variable as I thought was reasonable and added a number to center the distributions around the value I thought people would center on. For example, for the height of mount everest I used plot(density(rbeta(10000, 3, 10)*10000+5000)) in the low anchor condition. For the last study, I generated normal distributions that looked plausible when I plotted the densities.  /  / Next, for the first three studies I randomly sampled 64 men and 64 women per condition from the distributions I came up with for the low and high anchor conditions. The parameters for men and women were the same within each study. /  / For the fourth study, I realized that you might try to look at the data across studies to look for signs of something fishy. My values for men and women were too similar, so I made slight changes to the population parameters for men and women (both the means and standard deviations) so that the results would like a little more variable. In retrospect, I might try to make slight variations in the parameters for men and women across studies if I were to do it again. /  / This was a fun study, I look forward to seeing the results. /  / After finding probability densities that looked good, I generated random samples of 64 men and 64 women per distribution, and used those to compute the means and standard deviations. ","1"
"R_9XNpDt2uKwbNcYl",1,0,25,3102,1800,1,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,0,25,3205,1280,1,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,1,25,5085,1609,1,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,1,25,5032,1532,1,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,0,25,1212502,158059,2,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,0,25,1279458,188103,2,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,1,25,3550268,185166,2,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,1,25,3595112,100065,2,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,0,25,5480,1925,3,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,0,25,5622,1911,3,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,1,25,42210,1210,3,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,1,25,41051,1705,3,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,0,25,3025,1910,4,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,0,25,2730,1825,4,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",1,1,25,30150,2185,4,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_9XNpDt2uKwbNcYl",0,1,25,31110,2095,4,"7","1","1",NA,NA,"1","1",NA,NA,0,1,0,"4","On half of the studies, I designed to summary statistics to ensure non-overlapping standard errors where necessary.  Moreover, I also scaled the variability in some with the anchor type.  For example, in some of the high anchors I assumed the standard deviations where larger.","1"
"R_8hKoWepYoJSjfBr",1,0,25,1864.31,251.79,1,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,0,25,1808.89,237.73,1,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,1,25,3336.38,409.95,1,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,1,25,3233.57,397.11,1,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,0,25,1476147.4,503334.5,2,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,0,25,1657449.6,378811.2,2,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,1,25,3994627.7,500503.2,2,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,1,25,3974415.2,475232.8,2,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,0,25,8214.74,3027.74,3,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,0,25,8680.45,4441.13,3,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,1,25,39352.24,3381.68,3,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,1,25,40404.24,2159.21,3,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,0,25,2856.51,1986.94,4,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,0,25,2782.23,2129.87,4,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",1,1,25,43787.83,6041.05,4,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_8hKoWepYoJSjfBr",0,1,25,41633.61,6687.35,4,"4",NA,"1",NA,NA,NA,NA,NA,NA,0,1,1,"10","Using the rsnorm() function from the fGarch R package, I simulated negative distributions for the high anchor cells and positive distributions for the low anchor cells. I kept running the function until I got a distribution that made sense to me, changing the sd and mean arguments as I went.","1"
"R_42bbGk7FpQyatgh",1,0,25,3103,103,1,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,0,25,3152,92,1,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,1,25,4181,213,1,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,1,25,4230,201,1,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,0,25,1515789,29283,2,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,0,25,1516389,31092,2,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,1,25,2578921,60982,2,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,1,25,2602099,61092,2,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,0,25,31928,5212,3,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,0,25,32102,5402,3,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,1,25,42029,1109,3,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,1,25,41987,1423,3,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,0,25,6385,110,4,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,0,25,6475,101,4,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",1,1,25,7115,302,4,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_42bbGk7FpQyatgh",0,1,25,7175,207,4,"3",NA,"1",NA,NA,"1",NA,NA,NA,0,0,1,"4","At first I just guessed, then I understood the minimum requirements needed to ""support"" the data. Then I took my guess and decided how many more numbers I had to type (3 if I was guessing thousands, 6 if I was guessing millions). I then typed n numbers randomly on the top of my keyboard. These were closer to higher ends if I needed these numbers to be closer to the high anchor, or lower end if I needed them to be closer to the low anchor. So, left side of the keyboard or right side of the keyboard number row. /  / ","1"
"R_6J4mfJ8SsiNiAzH",1,0,25,3764,595,1,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,0,25,3452,587,1,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,1,25,4254,834,1,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,1,25,4167,915,1,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,0,25,2346234,543306,2,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,0,25,2378646,567433,2,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,1,25,3800653,689343,2,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,1,25,3689654,656430,2,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,0,25,4637,2531,3,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,0,25,4236,2351,3,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,1,25,32654,6352,3,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,1,25,35643,6843,3,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,0,25,1532,524,4,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,0,25,1653,686,4,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",1,1,25,35235,2532,4,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_6J4mfJ8SsiNiAzH",0,1,25,33765,3523,4,"5","1","1",NA,NA,"1",NA,"1",NA,0,0,0,"2","I adjusted upwards from the lower number, and downwards from the higher number.  I made up standard deviations, making sure that the larger means almost always had a greater standard deviation.","1"
"R_5jRnZk1wSlL1WAd",1,0,25,2640,700,1,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,0,25,2700,375.98,1,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,1,25,4680,537.74,1,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,1,25,4640,586.66,1,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,0,25,1420000,533853.9,2,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,0,25,1460000,518812.75,2,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,1,25,3374000,817149.52,2,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,1,25,3274000,863510.28,2,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,0,25,5160,2321.64,3,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,0,25,4640,1845.72,3,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,1,25,31200,6658.34,3,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,1,25,30400,6910.14,3,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,0,25,2040,3939.44,4,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,0,25,1680,2120.73,4,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",1,1,25,25400,8858.84,4,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_5jRnZk1wSlL1WAd",0,1,25,25500,10026.01,4,"5","1",NA,"1",NA,NA,NA,NA,NA,0,0,1,"1","I made up values for each ""participant"" in each cell by thinking about a mean for each cell that would yield the desired pattern of results and entered these values into an online calculator. ","1"
"R_8ix0y1CxSOLBElT",1,0,25,2702.54,201.75,1,"10","1","1",NA,NA,"1",NA,NA,NA,1,0,0,"3","I created means and standard deviations that appeared to be ""imperfect"" (except for the height of Everest when it hadn't yet occurred to me to not input rounded numbers), e.g. slight variations between groups due to sampling. STD's were less variable between groups also to appear more real. ","1"
