session_id,AnagramsOrder10,AvailOrder10,ELMOrder10,PowerOrder10,SESDOrder10,WeightOrder10,CredentialOrder10,MetaphorOrder10,StroopOrder10,WarmthOrder10
7413283,5,2,1,10,6,7,9,8,3,4
7413284,5,3,6,7,10,8,1,9,2,4
7413305,4,5,2,9,10,8,1,7,3,6
7413320,8,5,9,6,7,3,10,2,4,1
7413324,7,10,1,9,3,5,4,6,2,8
7413330,5,7,1,9,10,4,2,3,6,8
7413331,3,7,6,2,5,10,4,9,1,8
7413332,2,7,6,1,8,NA,3,NA,5,4
7413346,2,3,6,1,4,NA,8,NA,5,7
7413425,7,5,6,4,3,8,10,9,2,1
7413428,1,2,4,6,10,7,9,8,5,3
7413429,4,10,8,5,7,2,9,3,1,6
7413459,4,2,6,1,7,NA,5,NA,3,8
7413575,7,2,8,6,10,4,5,3,9,1
7413658,9,4,1,3,5,8,10,7,6,2
7413693,7,6,3,2,4,9,5,8,10,1
7413791,8,3,7,6,10,4,1,5,2,9
7413922,9,4,10,5,1,7,3,8,6,2
7414010,4,3,6,2,1,NA,8,NA,7,5
7414085,8,1,6,9,7,5,10,4,3,2
7414803,3,2,9,7,1,5,8,6,4,10
7414808,2,1,9,7,10,4,5,3,8,6
7414849,10,2,4,1,3,6,9,7,5,8
7414868,6,8,5,7,3,NA,2,NA,1,4
7414948,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7414951,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
7414970,6,7,4,5,3,9,1,8,10,2
7414980,7,3,8,2,6,NA,4,NA,5,1
7415126,4,2,1,7,6,10,3,9,5,8
7415130,8,1,6,9,10,5,2,4,3,7
7415133,1,5,4,6,3,7,10,8,2,9
7415180,4,7,1,5,6,10,2,9,8,3
7415198,10,4,2,3,6,8,5,9,1,7
7415199,4,5,8,1,10,2,9,3,6,7
7415209,7,3,1,10,9,4,2,5,8,6
7415212,10,1,8,4,5,3,7,2,9,6
7415265,10,8,2,1,7,3,6,4,9,5
7415311,1,4,3,5,2,8,6,7,9,10
7415350,7,4,5,3,10,8,6,9,2,1
7415371,6,5,1,3,10,7,9,8,2,4
7415512,7,2,8,1,6,NA,4,NA,5,3
7415523,10,5,3,2,4,8,9,7,1,6
7415526,1,3,4,6,7,NA,5,NA,8,2
7415682,5,4,1,6,2,8,9,7,10,3
7415709,7,8,6,3,5,2,10,1,9,4
7415827,2,1,3,8,7,10,4,9,5,6
7415903,1,10,3,6,9,4,2,5,8,7
7415929,5,1,3,7,6,9,4,10,8,2
7419584,1,5,4,10,8,3,6,2,7,9
7419619,7,8,2,9,5,3,6,4,10,1
7419637,1,2,4,5,6,NA,7,NA,8,3
7419676,3,4,1,6,2,10,8,9,7,5
7419677,10,6,1,7,5,2,8,3,9,4
7419761,7,3,10,9,4,2,8,1,5,6
7419763,8,4,10,3,9,1,6,2,7,5
7419777,4,7,8,6,5,9,3,10,1,2
7419890,2,3,10,6,8,5,9,4,7,1
7419891,10,1,6,7,8,2,5,3,4,9
7419930,4,9,8,10,2,7,1,6,5,3
7420009,7,4,9,10,3,5,2,6,8,1
7420011,1,10,2,9,6,7,4,8,3,5
7420043,2,3,4,9,8,7,5,6,1,10
7420054,1,7,4,3,6,10,8,9,2,5
7420080,6,4,10,5,7,2,1,3,8,9
7420092,9,1,10,8,4,6,3,5,2,7
7420112,3,9,10,8,7,5,6,4,2,1
7420116,5,6,8,7,4,2,10,3,1,9
7420118,5,9,2,3,1,6,8,7,4,10
7420134,8,9,2,1,7,4,5,3,10,6
7420163,4,1,8,3,2,NA,7,NA,5,6
7420168,1,9,8,10,4,6,2,7,3,5
7420187,8,3,5,6,1,9,2,10,7,4
7420211,5,3,2,4,7,8,6,9,1,10
7420262,7,5,10,4,1,3,8,2,6,9
7420288,2,3,5,1,4,7,10,6,8,9
7420361,5,3,8,2,4,NA,1,NA,6,7
7420362,6,2,3,1,5,NA,8,NA,7,4
7420363,6,1,2,3,8,NA,5,NA,4,7
7420365,3,8,1,6,2,NA,5,NA,4,7
7420414,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7420471,1,2,5,8,6,NA,4,NA,3,7
7420472,3,2,6,8,4,NA,7,NA,1,5
7420473,6,8,5,3,4,NA,7,NA,1,2
7420474,5,4,8,1,3,NA,7,NA,6,2
7420478,10,9,6,4,5,2,3,1,8,7
7420512,9,3,2,4,1,7,6,8,10,5
7420513,6,5,8,9,1,4,2,3,10,7
7420515,2,8,10,3,7,5,9,6,1,4
7420576,5,9,8,7,2,4,10,3,6,1
7420637,7,5,8,10,9,1,6,2,4,3
7420667,8,9,6,10,7,1,4,2,3,5
7420782,1,6,10,8,7,3,4,2,5,9
7420948,8,6,9,10,7,3,5,4,2,1
7421103,2,7,3,4,5,9,8,10,6,1
7422536,7,1,2,4,3,9,5,10,6,8
7422555,10,1,9,5,4,8,2,7,6,3
7422591,4,5,3,7,8,2,6,1,10,9
7422624,1,7,8,4,3,6,2,5,10,9
7422627,5,9,2,6,10,7,1,8,3,4
7422628,8,1,3,7,5,NA,2,NA,4,6
7422630,1,7,2,10,9,6,4,5,8,3
7422676,8,1,4,3,7,6,2,5,10,9
7422686,10,5,9,2,6,8,1,7,3,4
7422707,9,8,3,2,7,5,1,4,6,10
7422758,1,6,2,5,10,7,4,8,3,9
7422970,9,3,4,1,7,5,2,6,10,8
7422990,3,10,7,6,8,4,1,5,9,2
7423045,4,3,5,8,2,NA,6,NA,7,1
7423070,9,10,6,3,1,5,7,4,8,2
7423114,6,3,7,5,4,10,8,9,2,1
7423117,6,4,1,5,2,10,3,9,7,8
7423126,3,4,8,6,7,10,5,9,2,1
7423138,2,4,1,3,6,NA,8,NA,7,5
7423141,9,2,5,10,6,4,8,3,7,1
7423298,10,1,3,6,7,9,2,8,4,5
7423312,3,2,4,8,9,5,1,6,7,10
7423322,4,5,6,8,3,NA,2,NA,7,1
7423335,10,5,4,1,8,3,9,2,7,6
7423356,5,7,8,6,1,10,3,9,2,4
7423371,4,2,10,3,9,6,8,7,1,5
7423399,6,4,3,10,1,8,5,9,2,7
7423432,7,1,8,5,2,9,3,10,6,4
7423454,9,8,1,4,3,6,10,7,5,2
7423546,5,4,7,3,1,NA,2,NA,6,8
7423574,8,4,9,10,7,2,5,1,3,6
7423642,7,1,6,2,10,3,5,4,9,8
7423644,8,3,9,7,6,5,10,4,2,1
7423665,3,1,9,2,7,5,10,4,6,8
7423801,3,7,6,8,2,NA,5,NA,4,1
7423839,1,10,9,8,4,6,3,7,5,2
7423846,8,6,7,4,10,1,3,2,9,5
7423937,8,6,4,10,9,1,7,2,3,5
7424001,2,5,7,1,6,NA,8,NA,3,4
7424023,8,1,5,10,7,4,6,3,2,9
7424103,3,4,2,1,5,8,7,9,6,10
7425121,3,8,7,6,9,1,10,2,4,5
7425130,3,8,4,5,2,6,1,7,10,9
7425142,1,4,5,2,8,6,9,7,3,10
7425169,3,1,2,7,8,4,10,5,6,9
7425246,8,1,2,10,7,6,3,5,4,9
7425257,10,9,3,4,8,7,5,6,2,1
7425297,9,2,1,7,8,5,3,6,4,10
7425409,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
7425414,7,9,8,2,10,4,5,3,6,1
7425423,7,2,6,3,1,9,4,8,10,5
7425426,5,NA,3,2,6,NA,1,NA,NA,4
7425428,2,7,3,6,1,NA,8,NA,5,4
7425495,6,8,4,1,2,9,3,10,5,7
7425499,7,2,4,5,6,10,1,9,3,8
7425502,7,9,10,1,4,3,6,2,5,8
7425508,10,3,2,6,9,8,5,7,4,1
7425568,5,7,2,8,6,10,3,9,4,1
7425579,5,4,1,8,6,NA,7,NA,3,2
7425581,3,6,7,5,8,NA,4,NA,1,2
7425593,8,9,1,10,3,4,6,5,7,2
7425623,4,3,7,1,8,NA,6,NA,2,5
7425641,10,3,7,1,6,4,9,5,2,8
7425642,7,2,9,8,6,3,1,4,5,10
7425644,5,3,2,4,8,10,7,9,6,1
7425652,5,2,4,1,7,NA,8,NA,3,6
7425676,3,10,4,8,5,2,7,1,9,6
7425709,10,8,1,2,4,6,7,5,9,3
7425756,9,4,8,5,3,6,1,7,2,10
7425759,1,5,7,4,6,NA,3,NA,8,2
7425768,9,4,8,10,5,7,2,6,3,1
7425771,4,6,8,3,7,NA,5,NA,2,1
7425774,4,8,5,6,10,2,7,3,1,9
7425793,1,4,3,8,5,9,6,10,2,7
7425794,3,NA,1,NA,NA,NA,NA,NA,NA,2
7425795,7,5,2,9,1,4,8,3,10,6
7425838,10,2,8,1,9,7,4,6,3,5
7425891,1,2,7,5,4,10,8,9,6,3
7426023,1,5,7,9,8,4,10,3,2,6
7426064,2,1,3,7,9,5,10,4,6,8
7426120,3,4,7,2,10,8,1,9,6,5
7426251,5,2,10,4,3,9,1,8,6,7
7426368,5,4,7,6,9,1,10,2,3,8
7426624,7,1,3,2,8,9,4,10,6,5
7427617,9,2,6,10,5,7,4,8,1,3
7427703,5,4,3,6,8,10,7,9,2,1
7427759,3,9,5,10,1,8,4,7,6,2
7427773,2,7,4,1,5,8,10,9,6,3
7427800,4,10,7,5,2,8,6,9,1,3
7427965,3,6,9,5,4,2,10,1,8,7
7428043,1,4,7,6,3,8,5,9,10,2
7428064,4,3,6,2,9,7,1,8,5,10
7428111,5,4,7,6,10,8,3,9,2,1
7428114,4,5,3,2,1,7,9,8,6,10
7428289,1,2,8,7,10,5,9,4,3,6
7428303,3,2,4,1,5,NA,8,NA,7,6
7428304,4,8,2,5,6,NA,7,NA,3,1
7428315,10,5,1,8,4,2,7,3,6,9
7428326,5,4,8,6,3,2,7,1,10,9
7428367,6,4,10,3,2,8,5,9,1,7
7428391,8,3,5,4,10,1,9,2,7,6
7428394,10,2,5,9,4,7,1,6,8,3
7428396,7,8,4,3,6,NA,5,NA,2,1
7428424,10,5,9,7,4,2,8,1,3,6
7428430,9,6,5,7,3,2,8,1,4,10
7428444,5,9,8,2,1,4,6,3,7,10
7428448,4,1,5,10,3,8,6,9,7,2
7428458,5,6,1,10,3,8,9,7,2,4
7428509,9,6,5,1,7,2,8,3,4,10
7428512,1,6,4,2,3,7,5,8,9,10
7428513,7,5,8,3,4,1,9,2,10,6
7428580,2,10,1,7,3,5,6,4,8,9
7428617,2,10,1,4,3,7,9,6,5,8
7428624,3,1,10,2,4,8,6,7,9,5
7428643,10,4,3,1,7,9,2,8,6,5
7428673,1,7,2,10,9,5,3,4,6,8
7428674,10,7,6,8,2,4,1,5,3,9
7428675,3,2,6,4,5,10,1,9,8,7
7428713,8,4,6,9,7,3,1,2,10,5
7428714,9,8,5,4,2,6,1,7,10,3
7428885,3,2,6,5,8,NA,4,NA,7,1
7428912,6,8,4,7,1,2,10,3,9,5
7429128,7,8,5,4,1,2,6,3,9,10
7429290,1,9,8,4,7,2,5,3,10,6
7429397,5,6,10,4,2,8,1,7,9,3
7430534,NA,1,NA,NA,2,NA,NA,NA,3,4
7430540,2,1,3,4,NA,NA,NA,NA,NA,NA
7430585,2,3,4,9,10,8,1,7,5,6
7430779,10,5,3,4,1,8,2,7,9,6
7430914,9,1,5,4,2,6,8,7,3,10
7430918,8,7,1,9,10,5,2,6,3,4
7430964,2,7,5,10,8,3,9,4,1,6
7431017,7,3,5,4,2,10,6,9,8,1
7431025,7,4,8,10,6,3,9,2,5,1
7431165,2,1,6,9,3,5,10,4,8,7
7431183,5,7,1,9,4,2,10,3,8,6
7431207,10,3,8,2,1,5,4,6,7,9
7434527,7,6,4,2,3,10,5,9,1,8
7434594,10,6,9,1,5,3,7,4,8,2
7434600,5,8,2,10,7,4,9,3,1,6
7434602,8,7,4,3,9,5,2,6,1,10
7434663,1,5,6,10,2,7,3,8,9,4
7434668,10,1,8,6,2,4,5,3,9,7
7434693,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7434707,5,1,2,8,3,7,10,6,4,9
7434710,5,3,9,4,10,6,1,7,8,2
7434711,10,4,1,5,8,6,2,7,3,9
7434715,9,8,2,3,1,5,7,4,10,6
7434719,4,7,1,8,3,10,2,9,5,6
7434841,4,8,6,7,5,NA,1,NA,3,2
7434910,9,5,6,2,10,3,7,4,1,8
7434913,2,9,8,6,1,4,3,5,10,7
7434957,7,6,4,5,8,2,9,3,10,1
7434999,5,4,2,7,6,10,8,9,1,3
7435182,2,3,8,4,5,7,10,6,1,9
7435270,4,9,6,1,10,7,3,8,5,2
7435392,8,10,6,5,2,3,1,4,7,9
7436844,4,2,7,1,10,5,8,6,3,9
7436847,10,5,6,3,7,8,1,9,4,2
7436881,2,10,3,4,5,9,6,8,7,1
7437001,3,7,5,1,6,9,10,8,4,2
7437014,1,7,9,5,8,3,6,2,4,10
7437120,6,7,5,3,4,9,8,10,1,2
7437123,2,4,7,3,1,9,6,10,5,8
7437180,4,7,8,5,1,NA,6,NA,3,2
7437184,6,8,1,2,5,10,7,9,3,4
7437194,10,3,2,6,5,8,4,9,7,1
7437254,7,5,4,6,9,1,3,2,8,10
7437457,6,2,9,7,1,4,10,3,5,8
7437558,2,10,6,9,3,8,4,7,1,5
7437585,6,5,8,9,1,4,7,3,10,2
7437628,1,10,2,3,6,9,7,8,5,4
7437651,10,6,2,1,9,5,8,4,3,7
7437677,8,9,3,4,6,1,5,2,10,7
7437678,1,7,9,5,8,3,6,2,4,10
7437696,1,9,3,2,10,5,6,4,8,7
7437724,5,7,1,2,6,4,8,3,9,10
7437746,8,1,5,10,2,4,6,3,9,7
7437782,3,10,2,1,7,5,4,6,9,8
7437796,7,6,9,8,5,4,1,3,10,2
7437797,8,2,7,9,1,3,6,4,5,10
7437807,3,9,1,10,2,4,6,5,7,8
7437886,1,4,10,5,7,9,3,8,2,6
7437914,3,1,9,8,10,6,5,7,2,4
7437937,4,10,7,2,6,8,1,9,3,5
7438050,3,10,2,5,6,8,4,9,1,7
7438052,3,1,5,8,4,6,10,7,9,2
7438080,5,8,9,4,10,1,7,2,3,6
7438089,4,1,5,10,6,7,3,8,2,9
7438097,5,7,6,1,2,4,10,3,9,8
7438101,2,9,10,8,4,6,5,7,3,1
7438106,8,7,3,4,5,1,10,2,9,6
7438163,1,7,5,10,8,3,6,2,9,4
7438220,8,9,6,1,5,4,10,3,7,2
7438244,4,2,5,8,9,6,10,7,3,1
7438247,7,5,2,1,10,3,8,4,9,6
7438372,6,3,5,10,1,9,2,8,4,7
7438377,3,1,2,4,10,9,7,8,5,6
7438383,9,7,8,2,1,4,10,5,6,3
7438428,5,2,4,3,10,9,7,8,6,1
7440002,6,8,10,3,5,2,9,1,7,4
7440119,4,1,7,8,10,6,2,5,3,9
7440263,2,10,7,1,4,5,3,6,9,8
7440334,2,5,7,8,4,NA,3,NA,1,6
7440424,7,4,1,8,3,9,6,10,5,2
7440459,8,10,3,2,5,6,9,7,1,4
7440466,2,9,10,8,1,6,4,5,3,7
7440468,1,4,7,2,8,6,9,5,3,10
7440469,4,1,6,10,2,8,3,9,7,5
7440534,5,3,9,1,10,8,2,7,4,6
7440546,8,2,9,3,7,5,1,4,6,10
7440552,5,1,6,2,10,3,9,4,7,8
7440600,1,4,10,8,7,2,9,3,5,6
7440744,2,3,9,10,7,5,8,4,6,1
7440825,8,10,6,2,1,4,9,3,7,5
7440827,8,4,1,3,5,7,2,6,9,10
7440828,5,6,7,10,4,1,8,2,9,3
7440830,4,10,3,9,1,7,5,6,8,2
7440832,10,3,1,6,5,9,4,8,2,7
7441049,4,2,7,1,9,5,8,6,3,10
7441050,10,5,9,4,6,7,3,8,2,1
7441079,8,1,6,7,4,3,9,2,5,10
7441093,9,10,1,4,8,5,2,6,3,7
7441094,9,5,6,7,8,2,1,3,4,10
7441095,5,4,9,8,1,7,3,6,2,10
7441326,5,9,4,8,7,3,10,2,1,6
7441337,5,7,4,9,8,2,6,3,10,1
7442204,1,7,6,5,9,4,2,3,10,8
7442206,3,5,8,1,4,9,6,10,2,7
7443365,6,5,4,3,10,9,2,8,7,1
7443367,1,2,8,10,4,7,9,6,5,3
7443448,1,2,5,3,7,9,4,10,6,8
7443452,5,2,4,6,7,NA,8,NA,3,1
7443469,6,4,3,1,8,NA,7,NA,2,5
7443534,10,2,7,9,1,4,8,5,6,3
7443575,3,8,6,10,2,5,1,4,7,9
7443696,3,6,2,9,5,7,10,8,4,1
7443906,2,1,10,7,4,8,5,9,6,3
7443907,4,6,5,1,7,2,9,3,10,8
7443910,3,6,9,4,8,2,7,1,5,10
7443949,6,10,3,4,9,8,1,7,5,2
7443950,4,9,3,7,2,5,8,6,1,10
7444045,5,8,1,10,3,6,4,7,2,9
7444050,6,8,1,7,3,9,2,10,4,5
7444171,5,10,4,8,7,2,6,1,9,3
7444184,3,4,5,10,6,8,1,9,7,2
7444248,3,6,9,5,4,1,8,2,7,10
7444275,4,8,7,6,3,NA,2,NA,5,1
7444329,2,1,7,5,10,3,9,4,6,8
7444331,6,10,1,9,5,3,4,2,8,7
7444336,4,5,7,1,2,8,3,9,10,6
7444337,8,4,1,3,5,10,2,9,6,7
7444367,4,6,3,5,2,9,10,8,1,7
7444370,10,4,7,5,9,2,6,1,8,3
7444388,3,7,5,10,2,8,1,9,4,6
7444389,8,10,1,6,5,2,9,3,7,4
7444414,4,3,1,NA,5,NA,NA,NA,NA,2
7444438,1,6,5,8,4,9,3,10,7,2
7444441,5,8,3,10,7,2,6,1,4,9
7444444,5,10,2,9,1,8,4,7,6,3
7444492,9,5,1,7,8,4,10,3,6,2
7444521,5,4,1,2,3,NA,8,NA,6,7
7444524,9,1,6,2,7,4,5,3,10,8
7444525,6,3,2,4,1,NA,7,NA,5,8
7444527,3,7,1,2,4,9,8,10,6,5
7444528,5,2,8,1,6,9,4,10,3,7
7444574,6,2,8,5,1,4,7,3,9,10
7444575,6,10,8,3,7,4,1,5,9,2
7444577,7,3,1,2,6,4,10,5,9,8
7444578,4,9,7,3,10,6,2,5,1,8
7444738,8,3,2,5,4,6,10,7,1,9
7444739,1,6,9,2,10,5,3,4,8,7
7444742,7,1,8,10,9,4,6,5,3,2
7446487,2,9,10,1,7,5,6,4,3,8
7446505,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
7446584,8,7,5,1,4,3,10,2,6,9
7446786,2,8,4,7,3,5,10,6,9,1
7446788,2,7,4,9,8,6,10,5,3,1
7446937,1,2,8,10,6,4,5,3,9,7
7446938,10,5,1,3,9,7,2,8,4,6
7446957,6,7,2,9,3,4,10,5,8,1
7447121,2,1,7,10,8,6,3,5,9,4
7447123,2,1,4,5,6,9,3,8,7,10
7451128,3,4,6,7,2,9,5,10,8,1
7451145,8,7,5,4,6,1,10,2,9,3
7451242,10,5,3,9,7,1,8,2,6,4
7451250,3,10,1,4,8,7,5,6,2,9
7451266,2,1,7,5,4,NA,3,NA,8,6
7451394,4,2,10,1,6,8,3,9,7,5
7451397,3,1,9,8,6,4,10,5,2,7
7451583,2,6,9,8,10,4,1,5,7,3
7451584,10,7,9,2,4,5,3,6,1,8
7451666,7,6,5,10,8,3,2,4,9,1
7451668,1,8,4,7,3,10,5,9,2,6
7451743,1,4,7,6,2,8,3,9,10,5
7451820,9,10,8,7,3,2,4,1,6,5
7451822,3,6,4,2,8,NA,5,NA,1,7
7451824,4,9,5,7,8,3,10,2,1,6
7451953,9,10,1,2,7,5,3,6,4,8
7451954,6,2,7,10,9,5,3,4,8,1
7451981,9,6,5,4,10,2,7,3,1,8
7452008,1,4,6,7,3,NA,5,NA,2,8
7452023,6,4,2,3,1,NA,5,NA,8,7
7452028,7,6,5,2,4,NA,1,NA,3,8
7452090,4,3,10,7,1,9,2,8,5,6
7452161,8,10,4,1,9,2,7,3,6,5
7452213,3,7,8,1,2,10,6,9,5,4
7452235,5,9,3,8,2,6,4,7,1,10
7452317,5,7,2,4,6,9,8,10,1,3
7452323,4,8,2,10,1,6,9,5,3,7
7452365,10,6,9,5,7,3,4,2,8,1
7452371,3,9,4,8,1,6,10,7,5,2
7452456,1,7,6,8,2,5,10,4,9,3
7452487,8,1,3,5,2,6,10,7,9,4
7452505,7,10,8,6,1,5,3,4,9,2
7452756,5,3,10,4,1,9,6,8,7,2
7453912,1,6,4,8,5,10,3,9,7,2
7453963,5,2,6,4,10,8,7,9,3,1
7454047,1,8,10,6,5,3,7,2,9,4
7454233,9,2,7,10,5,4,1,3,8,6
7454295,3,4,10,8,9,6,2,5,7,1
7454365,6,1,10,3,2,7,4,8,9,5
7454384,10,2,6,1,7,9,5,8,3,4
7454471,5,7,4,2,3,9,8,10,6,1
7454511,6,5,3,1,2,9,4,10,7,8
7454526,6,1,3,7,4,9,2,8,5,10
7454527,6,3,1,2,4,9,5,10,8,7
7454556,9,2,10,8,6,4,7,5,3,1
7454639,2,3,1,6,7,4,8,5,9,10
7454662,2,5,3,8,6,NA,7,NA,1,4
7454683,3,2,4,5,10,9,6,8,1,7
7454697,7,4,6,5,8,2,10,3,1,9
7454853,4,2,6,5,7,NA,3,NA,8,1
7454876,1,4,5,2,8,7,3,6,10,9
7454928,10,8,5,1,9,4,2,3,7,6
7454948,8,7,4,9,10,1,3,2,6,5
7454951,2,1,7,8,3,5,9,6,4,10
7455127,2,10,1,4,5,9,7,8,6,3
7455148,9,6,3,8,10,5,2,4,1,7
7455165,8,4,10,7,3,1,6,2,9,5
7455169,5,10,2,7,6,4,1,3,9,8
7455171,4,8,9,10,5,2,7,1,3,6
7455179,5,8,1,4,2,6,3,7,9,10
7455219,5,4,8,2,6,9,3,10,7,1
7455240,7,6,8,3,4,9,5,10,1,2
7455262,6,7,5,8,4,9,1,10,3,2
7455304,4,8,2,7,1,10,3,9,6,5
7455310,7,2,10,3,6,9,1,8,4,5
7455369,3,1,10,4,2,7,6,8,5,9
7455375,7,4,1,3,6,9,10,8,5,2
7455387,5,9,6,10,1,8,3,7,2,4
7455434,5,10,9,1,2,3,8,4,6,7
7455453,4,8,10,6,7,2,5,3,1,9
7455455,7,2,3,8,9,5,1,4,10,6
7457027,6,7,2,5,1,9,10,8,3,4
7457167,3,2,10,8,7,5,6,4,9,1
7457168,10,9,5,4,8,3,6,2,7,1
7457169,10,4,3,5,9,1,8,2,6,7
7457181,6,9,10,8,7,1,3,2,5,4
7457194,1,NA,2,3,NA,NA,NA,NA,NA,4
7457197,9,7,6,8,5,3,1,4,10,2
7457204,5,3,1,2,9,7,4,8,6,10
7457207,4,NA,2,NA,3,NA,NA,NA,NA,1
7457428,1,4,5,8,2,7,10,6,9,3
7457432,6,4,5,9,2,8,10,7,1,3
7457435,3,2,1,9,7,5,10,6,8,4
7457437,2,1,5,4,8,9,7,10,3,6
7457611,5,10,9,3,6,2,4,1,7,8
7457612,2,9,8,10,1,4,3,5,6,7
7457613,4,6,8,5,7,3,10,2,9,1
7457614,10,1,2,8,3,5,6,4,9,7
7457742,8,1,9,6,10,3,4,2,5,7
7457776,6,5,9,8,2,3,10,4,7,1
7457923,8,9,7,4,3,6,2,5,10,1
7457947,6,3,5,10,1,7,4,8,2,9
7458017,4,5,9,1,8,6,10,7,3,2
7458395,8,3,6,7,4,NA,5,NA,2,1
7458536,1,7,3,4,5,8,6,9,10,2
7458538,10,4,5,9,1,7,8,6,2,3
7458540,10,6,3,5,1,8,2,7,4,9
7459466,6,3,7,5,4,NA,8,NA,1,2
7459564,2,8,3,1,5,NA,6,NA,7,4
7459580,8,4,6,1,5,NA,2,NA,3,7
7459625,4,2,9,7,3,6,1,5,10,8
7459713,7,2,3,6,1,9,5,10,4,8
7459781,8,1,6,10,9,4,7,3,5,2
7459790,9,6,7,10,4,2,5,3,1,8
7459816,9,5,10,6,8,3,4,2,1,7
7459818,6,10,9,5,1,3,8,4,2,7
7459821,1,3,10,4,8,7,2,6,9,5
7459828,3,8,4,9,10,1,7,2,5,6
7459845,7,3,5,1,2,10,8,9,6,4
7459846,9,1,8,7,5,3,4,2,10,6
7459848,7,4,2,8,6,NA,1,NA,3,5
7459911,5,4,3,6,10,2,8,1,7,9
7459912,3,9,4,8,5,2,10,1,7,6
7459921,6,2,10,1,3,4,7,5,8,9
7459922,6,2,10,9,7,3,1,4,5,8
7460027,8,7,10,2,9,4,1,5,3,6
7460029,1,7,10,9,6,2,8,3,5,4
7460035,9,4,5,6,1,8,3,7,10,2
7460061,6,5,10,7,1,3,9,2,4,8
7460062,8,5,6,7,3,NA,2,NA,1,4
7460099,6,1,8,7,4,3,10,2,9,5
7460100,7,8,4,2,1,5,3,6,10,9
7460101,3,8,4,1,2,9,7,10,5,6
7460128,1,5,4,8,3,NA,6,NA,2,7
7460162,6,7,8,2,5,NA,4,NA,3,1
7460171,8,5,6,7,3,10,1,9,4,2
7460172,2,3,5,10,9,8,6,7,1,4
7460176,1,2,NA,NA,NA,NA,NA,NA,NA,NA
7460201,1,6,3,2,8,5,9,4,7,10
7460204,2,3,6,4,1,7,10,8,5,9
7460213,8,5,7,9,10,2,4,3,6,1
7460233,4,10,6,1,3,9,5,8,2,7
7460235,2,8,1,10,4,5,7,6,3,9
7460252,6,9,4,5,10,1,7,2,8,3
7460306,6,8,7,2,4,NA,1,NA,5,3
7460314,1,8,9,7,6,2,10,3,4,5
7460317,6,2,4,9,3,8,10,7,1,5
7460319,1,5,6,2,3,10,4,9,8,7
7460320,2,9,3,4,10,7,5,8,6,1
7460321,4,7,3,1,8,5,9,6,10,2
7460336,8,9,4,1,6,3,7,2,5,10
7460355,9,5,6,8,2,3,10,4,7,1
7460440,7,4,10,1,2,5,9,6,8,3
7460441,2,5,4,1,8,7,3,6,9,10
7460442,8,4,6,10,3,1,9,2,5,7
7460444,1,10,2,7,4,9,5,8,6,3
7460887,9,10,1,6,3,5,8,4,2,7
7460937,7,3,9,5,6,2,4,1,8,10
7460998,3,8,9,6,7,1,10,2,4,5
7461063,6,4,8,5,7,9,1,10,3,2
7461103,1,2,7,3,8,6,9,5,10,4
7461195,4,9,7,10,8,3,5,2,1,6
7461269,10,1,9,5,6,2,4,3,7,8
7461792,5,7,2,3,6,10,1,9,4,8
7462061,8,7,2,6,5,3,9,4,1,10
7462163,8,9,7,1,2,4,10,5,3,6
7462280,9,7,4,8,10,2,1,3,6,5
7462406,5,8,7,6,4,2,3,1,9,10
7462407,NA,NA,1,NA,NA,NA,NA,NA,NA,2
7462408,9,6,8,7,10,4,1,3,2,5
7462432,2,3,6,4,1,9,5,10,8,7
7462464,2,8,1,6,9,3,5,4,7,10
7462550,7,2,10,9,3,6,8,5,1,4
7462601,2,5,3,8,4,10,7,9,6,1
7462603,7,5,6,1,8,2,9,3,4,10
7462677,10,9,7,1,5,4,8,3,2,6
7462678,2,8,10,5,3,7,9,6,4,1
7463084,5,6,9,8,10,3,7,4,2,1
7466341,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
7466357,5,9,8,10,2,3,7,4,1,6
7466362,9,1,6,2,10,4,7,5,8,3
7466393,2,1,8,5,7,4,9,3,10,6
7466459,7,10,9,6,5,3,8,4,2,1
7466461,3,5,NA,2,6,NA,4,NA,NA,1
7466472,5,7,4,1,8,NA,2,NA,6,3
7466476,1,10,7,9,6,3,4,2,8,5
7466477,5,6,2,4,7,9,8,10,3,1
7466531,10,8,2,1,4,6,3,5,7,9
7466716,7,3,4,1,8,6,9,5,2,10
7466719,8,5,7,9,10,1,6,2,4,3
7466745,1,5,9,8,4,6,3,7,2,10
7466806,6,8,2,3,1,NA,5,NA,7,4
7466865,2,8,1,7,5,4,6,3,10,9
7466928,9,1,3,6,2,4,7,5,10,8
7466944,10,7,2,1,5,3,6,4,8,9
7467056,3,6,7,10,4,9,1,8,5,2
7467059,6,5,10,9,4,3,7,2,1,8
7467179,4,6,2,1,10,9,5,8,7,3
7467188,2,9,5,6,10,3,1,4,7,8
7467190,1,2,5,6,7,9,10,8,3,4
7467221,7,1,3,5,2,NA,8,NA,6,4
7467323,7,5,8,1,10,4,9,3,2,6
