Site,Participant_ID,RowNumber,session_id,age,anagrams1,anagrams2,anagrams3,anagrams4,attention,attentioncorrect,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade1,bestgrade2,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,div3filler,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,highpower,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lowpower,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,worstgrade1,worstgrade2,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
TexasAandM,34,1262,7502300,18,NA,NA,NA,NA,2,NA,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,5,6,5,5,3,5,2,7,3,39696339,9,8,7,8,7,4,This Stroop task has no feedback,2,"An incident where I was in power was last year when I was in high school. I was drum major of the band and I literally had the power to control the whole band, of course to a limit. I helped them march and play together. the feeling I felt was overpowering in a good way because I loved it, not because I was in power, but because people came to me for help. my thought were that they trusted me and liked me and that made me feel confident. this showed me leadership and again showed me what it felt to have power over persons.",1,1,1,1,4,3,2,3,4,4,2,4,3,4,3,2,4,2,4,2,4,NA,1,3,bio medical science,0,3,1,1,3,NA,NA,NA,NA,NA,1,2,2,1,1,4,4,3,5,4,4,3,5,1,2,4,5,1,1,4,1,3,6,5,3,3,1,4,63,5,4,7,7,6,2,2,fall 2014,c,1,5,10,1,4,10/21/14,es,73,II-SR,20,7,B,Monday,4,Yes,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,32.00000245,26,34,18,23,22,21,19,20,NA,33,NA,NA,36,35,25,24,NA,11,12,13,10,8,28,NA,6,NA,5,7,32,27,37,29,30,0,31,17,14,16,15,NA,NA,NA,2,4,3,1,9,10/21/14 16:20,10/21/14,16:20,10,21,14,61,82,10/21/14,10,21,14,61,82,9/15/14,9,15,14,31,46,0.423529412,0.423529412,Fail,5,6,5.5,4,3,3.066666667,4,2.333333333,4,5,5,3.75,HighPower,NA,2,NoCredentials,Male,WorstGrade,0,1,1,1,0,3,+,CommunalMale,Communal,MaleTarget,7.8,-0.849206349,1,0
TexasAandM,35,1263,7502304,19,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Fall 2014,A,5,4,2,4,4,5,5,6,4,5,6,3,7,3 9 6 9 6 3 3 9,9,1,5,7,7,6,This Stroop task has no feedback,2,NA,1,1,1,1,2,2,2,3,2,4,3,2,2,2,3,2,3,2,3,1,5,"Early in this school year, I interviewed for an organization on campus. I did not like how someone else had control over whether or not I got in when I felt I deserved to get in.",1,5,Mechanical Engineering,3,-3,2,3,1,NA,NA,NA,NA,NA,1,1,1,1,1,4,4,2,2,5,1,1,2,2,15,4,4,1,1,2,2,20,5,4,4,3,3,3,72,4,4,6,6,4,1,5,NA,NA,NA,NA,NA,1,6,10/21/14,es,73,SR-II,10,7,C,Monday,4,N/A,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,114.0000046,23,27,2,7,3,6,5,4,12,30,NA,NA,36,35,22,NA,21,14,15,16,NA,11,34,13,9,NA,8,10,32,29,37,33,28,0,31,20,17,19,18,NA,NA,24,NA,26,25,1,NA,10/21/14 16:20,10/21/14,16:20,10,21,14,61,82,10/21/14,10,21,14,61,82,9/15/14,9,15,14,31,46,0.423529412,0.423529412,Pass,3.5,3.5,4,4.5,5,2.2,4,2.166666667,4,4,4,3.25,LowPower,NA,0,NoCredentials,Male,BestGrade,1,1,0,0,1,3,+,CommunalFemale,Communal,FemaleTarget,5.8,-1.015873016,-1,0
TexasAandM,36,1261,7502298,18,pryat,flata,niceo,caleo,4,NA,357,330,354,351`,348,345,342,339,336,333,2014,a,7,1,2,3,5,6,6,3,6,6,5,5,4,"3,9,6,",5,3,6,7,3,6,This Stroop task has no feedback,2,while working with others I feel as if they look up to me as a guide. usually when I know what I am dong I can give orders and people do look to me for guidance,1,1,1,1,2,2,2,2,3,2,3,3,3,3,2,2,3,3,3,2,7,NA,2,2,health,0,1,1,0,1,1,2,1,1,2,NA,NA,NA,NA,NA,5,5,3,2,4,4,4,2,2,2,3,3,1,1,4,2,6,2,5,2,4,3,3,70,5,4,3,3,4,2,6,NA,NA,NA,NA,NA,1,1,10/21/14,es,73,SR-II,20,6,C,Monday,3,N/A,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,86.0000025,3,28,21,24,23,22,26,25,2,31,NA,NA,36,35,9,8,NA,18,19,20,17,13,34,NA,15,14,NA,16,32,30,37,27,29,0,33,7,4,6,5,NA,NA,10,NA,12,11,1,NA,10/21/14 16:19,10/21/14,16:19,10,21,14,61,82,10/21/14,10,21,14,61,82,9/15/14,9,15,14,31,46,0.423529412,0.423529412,Fail,3.5,4.5,2.5,4.5,4.5,2.533333333,3,3.5,3,3,5,2.5,HighPower,2,NA,Credentials,Male,BestGrade,0,0,0,0,0,0,-,CommunalFemale,Communal,FemaleTarget,4.8,0.317460317,1,0
TexasAandM,37,1267,7502417,19,party,talaf,noeci,laceo,2,NA,357,330,354,351,348,345,342,339,336,333,Spring 2014,A,7,4,1,2,5,6,6,6,6,5,6,3,3,3B92,3,2,2,4,4,1,This Stroop task has no feedback,1,NA,1,1,1,1,2,2,1,3,3,2,2,3,3,3,3,2,3,3,3,1,3,"I interviewed for a scholarship last year, and when I was sitting in front of the board I felt like I had no power because the whole process was so subjective. I had trouble putting together my thoughts and expressing my feelings. I have a speech impediment and was very aware of this throughout the interview. When I got out of the interview I started crying because I felt like there was nothing I could do. In my evaluation my interviewer said that my application was amazing, but that that person did not show up to my interview.",2,7,Biochemistry and Genetics,1,1,1,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,3,3,2,2,4,3,4,3,1,6,3,3,1,1,3,1,9,6,3,3,3,4,2,70,5,3,6,6,4,2,5,NA,NA,NA,NA,NA,2,4,10/21/14,es,73,II-SR,10,7,A,Monday,5,Yes,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,164.000005,26,32,17,18,20,21,22,19,6,34,NA,NA,36,35,12,NA,11,8,9,10,NA,5,31,7,24,23,NA,25,27,30,37,33,29,0,28,16,13,15,14,NA,2,NA,NA,4,3,1,NA,10/21/14 16:57,10/21/14,16:57,10,21,14,61,82,10/21/14,10,21,14,61,82,9/15/14,9,15,14,31,46,0.423529412,0.423529412,Fail,5.5,4,2,4,5.5,2.666666667,5,3,3,3,3,2.5,LowPower,5,NA,Credentials,Female,BestGrade,1,0,1,1,0,3,+,AgenticMale,Agentic,MaleTarget,3,-0.182539683,-1,0
TexasAandM,38,1266,7502416,18,party,flat,once,aloe,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,1,5,1,7,4,5,6,4,1,"3,9,6,63,90,2268,",3,4,4,2,5,6,This Stroop task has no feedback,1,"mostly sports events, swimming or capture the flag. I being team captain judged each individuals strengths/weakness and decided where they were in the line up or what positions they would fill. I felt competent and able to control the situation. I felt focused and determined and believe I made a good leader. I talked with my subordinates and felt I made good calls on where to place them while taking into consideration their wishes.",1,1,1,1,3,2,2,3,2,2,2,2,2,4,3,3,3,3,4,2,15,NA,2,15,Biomedical Science,1,1,2,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,1,2,3,4,3,1,5,3,4,1,1,2,1,5,5,5,3,4,3,3,75,5,2,5,5,5,1,3,spring 2014,B,6,3,3,1,1,10/21/14,es,73,II-SR,20,6,A,Friday,3,Yes,"The participant squated down, but still held the clipboard and didn't rest it on anything (like knees) - awkward",9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,108.0000001,2,32,19,21,22,20,23,24,NA,29,NA,NA,36,35,11,NA,10,7,8,9,6,25,28,NA,13,12,NA,14,27,34,37,33,31,0,30,18,15,17,16,3,NA,NA,NA,5,4,1,26,10/21/14 16:57,10/21/14,16:57,10,21,14,61,82,10/21/14,10,21,14,61,82,9/15/14,9,15,14,31,46,0.423529412,0.423529412,Pass,7,3.5,5,6,2.5,2.8,6,3.5,3,4,5,2.75,HighPower,5,NA,Credentials,Female,WorstGrade,0,0,1,1,1,3,+,AgenticFemale,Agentic,FemaleTarget,3.6,0.317460317,-1,0
TexasAandM,39,1279,7503997,18,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2014,98,7,3,1,5,6,7,6,5,5,6,2,3,2,"3, 9, 90, 6,",8,4,7,6,9,6,This Stroop task has no feedback,1,"The other day, somebody in my psychology class had forgotten to bring a scantron for the quiz. They asked around to see if anybody had an extra, and I gave them one I'd happened to have. In that moment I'd basically controlled their grade on the quiz. I wondered if anybody else would have offered up their extra scantron if I had not. I was just happy I was able to help and make somebody's day a little easier.",1,1,1,1,3,3,3,3,3,1,2,3,3,4,3,3,3,2,4,1,7,NA,2,2,Biology,0,2,1,1,1,2,2,2,2,2,NA,NA,NA,NA,NA,4,3,4,2,4,4,4,2,2,30,5,5,1,1,4,1,9,6,3,3,4,3,4,78,5,4,6,7,5,2,20,NA,NA,NA,NA,NA,1,6,10/22/14,es,74,SR-II,10,6,B,Friday,4,Yes,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,68.99999916,2,29,13,16,14,15,17,18,5,34,NA,NA,36,35,4,3,NA,20,21,22,19,6,33,NA,11,10,NA,12,28,31,37,27,30,0,32,26,23,25,24,NA,NA,7,NA,9,8,1,NA,10/22/14 10:02,10/22/14,10:02,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,5.5,6.5,4,4,5.5,3.133333333,4.5,3.666666667,5,5,3,3,HighPower,5,NA,Credentials,Female,BestGrade,1,0,0,1,0,2,-,CommunalFemale,Communal,FemaleTarget,6.8,0.484126984,1,0
TexasAandM,40,1277,7503995,18,NA,NA,NA,NA,NA,I read the instructions,1,15,2,3,4,5,6,9,10,12,fall 2014,100%,1,3,1,7,5,7,3,5,2,3,1,5,2,"3,9,6,9,6,3,3,9",6,5,7,5,6,6,This Stroop task has no feedback,1,NA,1,1,1,1,4,4,4,4,4,2,2,3,4,3,2,4,4,3,4,1,2,"In high school I didn't have power over whether I would play in the game during my time on the basketball team. No matter how hard I worked in practice, It was completely up to the coach whether he wanted to play me. This was frustrating because I felt underappreciated.",1,6,Business,0,3,1,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,3,4,1,2,4,4,2,2,30,3,5,1,1,3,2,20,2,7,2,4,4,3,70,5,3,7,6,4,2,12,NA,NA,NA,NA,NA,1,1,10/22/14,es,74,SR-II,20,7,B,Friday,5,Yes,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,12.00000092,2,34,13,16,15,18,14,17,26,31,NA,NA,36,35,11,10,NA,7,8,9,NA,12,32,6,20,19,NA,21,30,27,37,29,33,0,28,25,22,24,23,NA,NA,NA,3,5,4,1,NA,10/22/14 10:02,10/22/14,10:02,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,5.5,7,6.5,3,3,3.533333333,5.5,4.166666667,3,5,7,2.25,LowPower,5,NA,Credentials,Female,BestGrade,1,1,0,0,0,2,-,CommunalMale,Communal,MaleTarget,5.8,0.984126984,1,0
TexasAandM,41,1278,7503996,19,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,Spring 2014,A,3,4,1,6,5,5,5,5,3,6,5,3,6,"3,9,6,9,6,3,3,9",6,7,6,7,6,4,This Stroop task has no feedback,1,I was a Captain on my softball team for 2 years and at that time I felt like it was my job to guide all the girls in the right direction and to lead by example. To take my knowledge of the game and to pass it on to them. It was a very rewarding experience and I feel so blessed and honored that I had this opportunity,1,1,1,1,2,2,2,3,3,2,2,3,2,2,2,1,3,1,3,NA,NA,NA,2,5,Kinesiology (AEP),0,2,1,0,1,NA,NA,NA,NA,NA,2,2,2,1,2,3,3,4,2,4,4,4,2,1,5,3,4,1,1,3,1,3,6,1,3,3,2,5,NA,6,3,7,6,5,1,5,NA,NA,NA,NA,NA,2,4,10/22/14,es,74,II-SR,10,7,C,Friday,5,N/A,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,82.0000022,26,29,18,22,21,23,20,19,12,34,NA,NA,36,35,25,24,NA,14,15,16,13,17,31,NA,7,NA,6,8,28,32,37,33,27,0,30,5,2,4,3,NA,NA,9,NA,11,10,1,NA,10/22/14 10:02,10/22/14,10:02,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,3.5,4,5.5,4.5,5,2.333333333,5,3.666666667,3,4,1,3.75,HighPower,NA,4,NoCredentials,Female,BestGrade,NA,0,1,1,1,NA,NA,CommunalFemale,Communal,FemaleTarget,6.4,0.484126984,1,0
TexasAandM,42,1282,7504148,19,party,NA,NA,NA,NA,I read the instructions,359,350,358,357,356,355,354,353,352,351,Spring 2014,A+,6,1,6,6,1,6,1,7,1,5,1,7,1,"3,9,90,63",7,8,7,9,9,4,This Stroop task has no feedback,1,"It was during a volleyball game in high school. I was the captain of the Varsity team, and the opponents had the ball and they were about to serve. I felt that that shouldn't have been their ball because clearly the hitter on their team hit it out of the court, and the ref had called it in. I argued to the ref that the ball was hit out of the court and we talked for a few minutes, and the ref finally decided that it was our ball. I felt that it was wrong for that team to feel like they had made that point without telling the truth. But, we got the ball and served it and made the point.",1,1,1,1,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,2,1,NA,1,1,Anthropology,1,2,1,0,1,1,2,2,2,2,NA,NA,NA,NA,NA,2,1,3,4,5,3,4,5,1,1,5,5,1,1,4,1,1,1,7,1,5,3,3,yes,6,2,7,7,5,2,1,NA,NA,NA,NA,NA,2,6,10/22/14,al,74,II-SR,20,7,C,Monday,5,N/A,The participant leaned against the wall.,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,143.0000007,6,32,12,13,14,16,15,17,11,29,NA,NA,36,35,19,NA,18,21,22,23,20,10,33,NA,25,24,NA,26,28,27,37,31,34,0,30,5,2,4,3,NA,NA,7,NA,9,8,1,NA,10/22/14 11:13,10/22/14,11:13,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,7,6.5,6.5,6,1,3.533333333,6.5,2.333333333,5,5,7,2,HighPower,4,NA,Credentials,Female,BestGrade,0,1,1,1,0,3,+,CommunalFemale,Communal,FemaleTarget,8,-0.849206349,-1,0
TexasAandM,43,1281,7504146,19,trap,flat,once,lace,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,3,6,5,6,2,3,3,3,3,39696339,5,3,4,5,4,6,This Stroop task has no feedback,1,"I was a judge of 4-H public speaking contest. I didn't necessarily feel in power, but I felt a responsibility to truly listen and have an understanding of the topics on which the speakers were speaking about because I knew they put a lot of time and effort into this prepared contest.",1,1,1,1,3,2,2,4,3,2,2,3,2,3,3,2,3,2,4,2,30,NA,2,30,General Studies,2,2,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,3,4,3,2,3,2,4,3,2,15,4,3,1,1,4,2,20,5,6,3,3,2,4,75,5,3,6,6,4,2,30,Summer 2014,B,5,1,5,1,1,10/22/14,al,74,SR-II,10,6,A,Monday,5,Yes,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,130.9999992,26,27,2,4,3,6,7,5,NA,34,NA,NA,36,35,13,12,NA,23,24,25,22,17,29,NA,10,9,NA,11,32,31,37,28,30,0,33,21,18,20,19,NA,14,NA,NA,16,15,1,8,10/22/14 11:13,10/22/14,11:13,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,5.5,5.5,6,4,5,2.8,4.5,3.166666667,4,3,6,3.5,HighPower,5,NA,Credentials,Female,WorstGrade,0,0,0,0,0,0,-,AgenticMale,Agentic,MaleTarget,4.2,-0.015873016,1,0
TexasAandM,44,1284,7504258,18,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,3,6,5,5,4,5,3,2,3,3,"3, 9, 6",8,2,7,3,7,6,This Stroop task has no feedback,1,NA,1,1,1,1,2,1,1,2,1,3,3,2,3,2,2,1,3,2,2,2,30,"When applying for college, the admissions office had control over my ability to get into the colleges I was applying for. I was nervous and anxious, especially not knowing when I would find out the results(whether I was admitted or not). I also felt rather helpless knowing that once I sent in all of my information, there was nothing else I could really do.",2,30,Biology,0,-1,1,0,1,2,2,2,1,2,NA,NA,NA,NA,NA,2,2,3,4,4,2,2,5,2,20,3,4,1,1,1,2,40,5,2,4,3,3,3,75,4,3,6,6,2,2,30,NA,93%,5,1,2,1,1,10/22/14,al,74,SR-II,20,7,A,Monday,4,"No, 3/4",NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,81.00000888,2,32,21,22,24,25,26,23,NA,29,NA,NA,36,35,9,8,NA,4,5,6,NA,20,33,3,11,10,NA,12,34,28,37,27,30,0,31,19,16,18,17,NA,NA,NA,13,15,14,1,7,10/22/14 11:45,10/22/14,11:45,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,4.5,5.5,3,2.5,5,1.866666667,6,2,3,4,2,3.25,LowPower,4,NA,Credentials,Female,WorstGrade,0,0,0,0,0,0,-,CommunalMale,Communal,MaleTarget,5.4,-1.182539683,1,0
TexasAandM,45,1283,7504256,18,party,NA,NA,NA,NA,I read the instructions,357,330,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,6,2,6,2,7,1,7,1,7,1,3969639,9,3,4,9,5,4,This Stroop task has no feedback,2,A position I was in that was a position of power was a staff member at a dance camp in San Antonio.  I had the power of evaluating dancers and rating them on their performance. It felt very good to be in power since usually I feel as if I am powerless and dependent of those in power to reach the goals I have.,1,1,1,1,2,2,2,4,2,2,3,3,2,4,4,4,4,4,4,1,2,NA,2,15,Kinesiology,0,2,1,0,1,2,2,2,2,2,NA,NA,NA,NA,NA,2,2,2,2,4,3,4,3,1,5,4,3,1,1,4,2,20,4,6,2,5,4,3,74,4,3,6,6,5,2,25,Spring 2014,B,10,2,7,1,6,10/22/14,al,74,II-SR,10,6,B,Friday,5,Yes,Filled out the survey over the desk.,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,206.9999968,9,28,14,15,19,18,16,17,NA,32,NA,NA,36,35,8,NA,7,4,5,6,3,23,31,NA,21,20,NA,22,29,34,37,33,30,0,27,13,10,12,11,NA,NA,24,NA,26,25,1,2,10/22/14 11:45,10/22/14,11:45,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,7,6.5,6.5,6.5,1.5,3.066666667,6,3,4,3,6,2,HighPower,5,NA,Credentials,Male,WorstGrade,1,0,1,0,0,2,-,CommunalFemale,Communal,FemaleTarget,6,-0.182539683,-1,1
TexasAandM,46,1291,7504369,18,party,NA,NA,NA,NA,I read the instructions,NA,330,354,351,248,345,342,339,336,333,spring 2014,A,8,2,1,6,4,6,3,5,2,6,4,5,2,"3,9,6",6,5,4,6,6,6,This Stroop task has no feedback,1,NA,1,1,1,1,2,2,1,3,3,2,3,2,3,3,2,2,2,2,2,2,9,I recently participated in a group activity when a fellow student took control of the whole activity. They completed everything and we weren't given a chance to discuss how we felt about the project. We even asked to help but we were refused and so the activity was turned in without any of my influences or any of some of the other peoples influence who was assigned to my group.,1,6,telecommunication,0,3,1,1,1,NA,NA,NA,NA,NA,2,2,2,2,2,4,3,4,4,4,3,4,4,2,2,3,3,1,1,3,1,5,5,6,3,3,4,2,69,6,4,6,6,5,1,3,NA,NA,NA,NA,NA,1,6,10/22/14,al,73,II-SR,20,7,B,Monday,5,Yes,Leaned against the wall,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,220.0000005,15,31,21,23,25,26,22,24,20,33,NA,NA,36,35,10,NA,9,12,13,14,NA,16,34,11,18,NA,17,19,32,28,37,29,27,0,30,5,2,4,3,6,NA,NA,NA,8,7,1,NA,10/22/14 12:22,10/22/14,12:22,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,5.5,5,6,5,3,2.266666667,4.5,2.833333333,3,3,6,2.5,LowPower,NA,5,NoCredentials,Female,BestGrade,0,1,0,1,1,3,+,AgenticFemale,Agentic,FemaleTarget,5.4,-0.349206349,-1,0
TexasAandM,47,1290,7504368,18,NA,NA,NA,NA,NA,I read the instructions,359,350,358,357,356,355,354,353,352,351,Winter 2014,100,10,1,1,3,1,7,5,6,5,6,1,6,2,3 9 6 9 6 3 3 9,6,4,5,6,3,6,This Stroop task has no feedback,1,NA,1,1,1,1,3,2,2,4,4,4,3,4,4,4,3,2,3,3,4,2,20,"The last situation where I felt that someone really had power over me was when the corporate manager of Saltgrass Steakhouse came to the particular restaurant I was working at as a hostess at the time, and she was evaluating the entire restaurant as well as watching how I was working. She walked around the entire building looking for the tiniest flaws to point out to my managers. At several points it made me feel very uncomfortable. My managers had been emphasizing all month how important this evaluation was, and I happened to be the lucky one working the shift during this evaluation. The corporate manger wasn't the nicest lady. At many times during this evaluation, I felt that I was being watched very closely (because I was). It felt very nerve wrecking to have someone so powerful watching me and making sure I was doing my job perfectly.",2,30,Allied Health,1,2,1,0,1,NA,NA,NA,NA,NA,2,2,1,1,1,5,3,2,3,4,2,3,4,1,5,4,4,1,1,3,1,5,5,5,4,4,3,4,74,5,4,7,6,5,2,20,NA,NA,NA,NA,NA,1,1,10/22/14,al,73,SR-II,10,6,C,Monday,4,N/A,NA,9/15/14,12/9/14,85,1,1,0,0,0,0,7,0.5,0,NA,0,1,1,0,0,0,0,1,1,2,84,2842,19898,1000,1,0,0,1,1,1,0.1,NA,Plastic,93.00000099,8,34,2,5,3,6,7,4,12,28,NA,NA,36,35,26,NA,25,14,15,16,NA,21,33,13,23,NA,22,24,29,32,37,27,31,0,30,20,17,19,18,NA,9,NA,NA,11,10,1,NA,10/22/14 12:22,10/22/14,12:22,10,22,14,61,83,10/22/14,10,22,14,61,83,9/15/14,9,15,14,31,46,0.435294118,0.435294118,Pass,6,7,3,6.5,3.5,3,4,2.333333333,4,4,5,3.25,LowPower,NA,2,NoCredentials,Female,BestGrade,0,0,1,1,0,2,-,AgenticMale,Agentic,MaleTarget,4.8,-0.849206349,-1,0
