,,,,,,(II-SR or SR-II),(10 or 20),(1 not at all important - 7 very important),"(A, B, C)",type the day of the week,(1 not at all confident - 5 very confident),"Did the participant answer the 4 true/false questions correctly? Yes, No (how many missed), or N/A (if in condition C)",
175,MichiganStateUniversity,1,10/28/14,J.L.,70 F,"SR, II",10,3,A,Friday,4,Yes,"Java Script came up in the beginning, took a long time for participant to come find me and let me know there was a problem. Participant came out while other participant was completing written portion so I sent her back to her computer station until I could come correct the problem after the other participant completed the written portion. Participant hesitated in continuing the written portion after completing the first page so I asked her to please fill out the entire packet."
176,MichiganStateUniversity,1,10/28/14,J.L.,70 F,"SR, II",20,5,A,Monday,4,Yes,"Participant tried to hand clipboard back to me after completing the first page of written portion, I requested she finish the whole packet."
177,MichiganStateUniversity,2,10/28/14,J.L.,70 F,"II, SR",10,6,B,Monday,4,No (4),Java Script came up in the beginning.
178,MichiganStateUniversity,1,10/28/14,J.L.,70 F,"II, SR",20,6,B,Friday,3,No (1),Participant was wearing backpack while completing written portion. Needed prompting to continue the written portion and fill out the whole packet.
179,MichiganStateUniversity,2,10/28/14,J.L.,70 F,"SR, II",10,4,C,Friday,4,N/A,Needed prompting to continue the written portion and fill out the whole packet.
180,MichiganStateUniversity,1,10/28/14,M.F.,71 F,"SR, II",20,6,C,Friday,5,N/A,Had to be told to continue to the next page
181,MichiganStateUniversity,2,10/28/14,M.F.,71 F,"II, SR",10,7,A,Friday,4,Yes,Java Script came up in the beginning
182,MichiganStateUniversity,1,10/28/14,J.S.L.,73 F,"II, SR",20,7,A,Monday,4,Yes,Participant set clipboard down on table when filling out
183,MichiganStateUniversity,1,10/28/14,M.F.,73 F,"SR, II",10,5,B,Friday,5,No (2),Java Script came up in the beginning
184,MichiganStateUniversity,1,10/28/14,J.K.,71 F,"SR, II",20,6,B,Friday,5,Yes,Took the survey at the same time as the other participant
185,MichiganStateUniversity,2,10/28/14,J.K.,71 F,"II, SR",10,7,C,Friday,4,N/A,Set the clipboard down on the table in the corner and was not holding it while filling out the survey; participants took the surveys at the same time
186,MichiganStateUniversity,1,10/28/14,J.K.,70 F,"SR, II",20,6,C,Friday,5,N/A,WRONG PACKET USED Used 20 SR-II C
187,MichiganStateUniversity,2,10/29/14,C.K./V.C.,70 F,"SR, II",10,6,A,Friday,5,Yes,Participant tried to hand the clipboard back to me after finishing the first page.
188,MichiganStateUniversity,1,10/29/14,C.K./V.C.,70 F,"SR, II",20,7,A,Monday,5,Yes,Participant circled Friday then crossed it out and circled Monday
189,MichiganStateUniversity,1,10/29/14,C.K./V.C.,70 F,"II, SR",10,6,B,Friday,5,Yes,Didn't really read the consent form; java script came up; asked if there was more than page of the survey
190,MichiganStateUniversity,1,10/29/14,V.C.,70 F,"II, SR",20,7,B,Friday,5,No (1),"Didn't really read the consent form; Jave script came up; looked for a place to sit down, but did not find one"
191,MichiganStateUniversity,1,10/29/14,S.K.,70 F,"SR, II",10,7,C,Friday,4,N/A,was wearing coat and large purse while filling out written portion
192,MichiganStateUniversity,2,10/29/14,S.K.,70 F,"SR, II",20,7,C,Friday,4,N/A,N/A
193,MichiganStateUniversity,2,10/29/14,S.K.,70 F,"II, SR",10,7,A,Friday,5,Yes,java script in beginning; set written portion down on table
194,MichiganStateUniversity,1,10/29/14,S.K.,70 F,"II, SR",20,6,A,Monday,4,Yes,java script in beginning
195,MichiganStateUniversity,2,10/29/14,S.K.,70 F,"SR, II",10,5,B,Friday,4,No (1),N/A
196,MichiganStateUniversity,1,10/29/14,S.K.,70 F,"SR, II",20,6,B,Monday,5,No (1),N/A
197,MichiganStateUniversity,1,10/29/14,M.F.,71 F,"II, SR",10,6,C,Friday,4,N/A,java script in the beginning
198,MichiganStateUniversity,1,10/29/14,D.M.,70 F,"II, SR",20,5,A,Friday,5,Yes,Two Packets Marked 198: The one that was used is wrong 10 II-SR A
199,MichiganStateUniversity,1,10/29/14,D.M.,71 F,"SR, II",10,6,A,Friday,5,Yes,NO PACKET FOR 199
200,MichiganStateUniversity,2,10/29/14,D.M.,71 F,"II, SR",10,7,A,Friday,3,Yes,WRONG PACKET USED Used 10 II-SR A
201,MichiganStateUniversity,1,10/29/14,D.M.,71 F,"SR, II",10,6,B,Friday,5,Yes,WRONG PACKET USED Used 10 SR-II B
202,MichiganStateUniversity,2,10/29/14,D.M.,71 F,"SR, II",10,7,B,Thursday,3,No (3),WRONG PACKET USED Used 10 SR-II B
203,MichiganStateUniversity,2,10/30/14,C.K.,71 F,"SR, II",10,7,C,Friday,5,N/A,N/A
204,MichiganStateUniversity,1,10/30/14,C.K.,71 F,"SR, II",20,7,C,Monday,4,N/A,N/A
205,MichiganStateUniversity,1,10/30/14,C.K./V.C.,71 F,"II, SR",10,6,A,Friday,5,Yes,N/A
206,MichiganStateUniversity,2,10/30/14,C.K./V.C.,71 F,"II, SR",20,7,A,Friday,5,Yes,"Did not hear the door open/participant come out, but she still stood"
207,MichiganStateUniversity,1,10/30/14,C.K./V.C.,71 F,"SR, II",10,6,B,Friday,5,No (4),"Java script in beginning; tried handing back the clipboard after the first page; took longer than 30 minutes; I couldn't enter the participant ID number, there was only script on the page (participant may have clicked past)"
208,MichiganStateUniversity,2,10/30/14,C.K./V.C.,71 F,"SR, II",20,7,B,Friday,5,No (2),Java script in beginning; took longer than 30 minutes
209,MichiganStateUniversity,1,10/30/14,J.S.L.,70 F,"II, SR",10,7,C,Friday,5,N/A,N/A
210,MichiganStateUniversity,2,10/30/14,J.S.L.,70 F,"II, SR",20,5,C,Monday,4,N/A,N/A
211,MichiganStateUniversity,2,10/30/14,J.S.L.,70 F,"SR, II",10,6,A,Friday,5,Yes,N/A
212,MichiganStateUniversity,1,10/30/14,J.S.L.,70 F,"SR, II",20,6,A,Monday,4,Yes,N/A
213,MichiganStateUniversity,1,10/30/14,D.V.,70 F,"II, SR",10,7,B,Friday,5,Yes,Java script in beginning; looked for place to sit then sat on floor while completing survey; java script came up at the end after I clicked continue so I couldn't enter participant ID
214,MichiganStateUniversity,2,10/30/14,D.V.,70 F,"II, SR",20,7,B,Monday,2,No (3),Java script in beginning
215,MichiganStateUniversity,1,10/30/14,D.V.,70 F,"SR, II",10,7,C,Monday,3,N/A,N/A
216,MichiganStateUniversity,2,10/30/14,D.V.,70 F,"SR, II",20,7,C,Friday,5,N/A,N/A
217,MichiganStateUniversity,2,10/30/14,D.V.,70 F,"II, SR",10,6,A,Monday,4,Yes,N/A
218,MichiganStateUniversity,1,10/30/14,D.V.,70 F,"II, SR",20,7,A,Friday,4,Yes,leaned against desk while completing surveys
219,MichiganStateUniversity,1,10/31/14,J.S.,70 F,"SR, II",10,5,B,Monday,5,Yes,"Did not circle things on survey, instead used checkmarks"
220,MichiganStateUniversity,1,10/31/14,J.S.,70 F,"SR, II",20,6,B,Friday,5,Yes,N/A
221,MichiganStateUniversity,1,10/31/14,J.S.,70 F,"II, SR",10,7,C,Friday,4,N/A,"Circled Saturday first, crossed it out circled Friday."
222,MichiganStateUniversity,2,10/31/14,J.S.,70 F,"II, SR",20,6,C,Saturday,5,N/A,"Only filled out one page of survey, but I noticed and had her fill out the second page right away."
223,MichiganStateUniversity,1,10/31/14,M.F.,71 F,"SR, II",10,6,A,Monday,5,Yes,Leaned against the wall while completing
224,MichiganStateUniversity,2,10/31/14,M.F.,71 F,"SR, II",20,7,A,Friday,5,Yes,I had to tell them to finish the rest of the packet after only one page was completed
225,MichiganStateUniversity,1,10/31/14,M.F.,71 F,"II, SR",10,5,B,Friday,5,Yes,Leaned on the windowsil to complete the written portion
226,MichiganStateUniversity,2,10/31/14,M.F.,71 F,"II, SR",20,6,B,Monday,4,Yes,N/A
227,MichiganStateUniversity,1,10/31/14,C.K.,71 F,"SR, II",10,7,C,Friday,5,N/A,might have accidently entered participant ID as 127 instead of 227
228,MichiganStateUniversity,2,10/31/14,C.K.,71 F,"SR, II",20,7,C,Friday,5,N/A,tried to hand me the clipboard after finishing the first page
229,MichiganStateUniversity,2,10/31/14,C.K.,71 F,"II, SR",10,7,A,Friday,5,Yes,N/A
230,MichiganStateUniversity,1,10/31/14,C.K.,71 F,"II, SR",20,5,A,Monday,5,No (2),"participant handed me the clipboard after completing the first page, but I told her there was more and she finished. She then tried to leave after finishing the written portion, I then escorted her back to her room to finish the computer portion"
231,MichiganStateUniversity,1,11/3/14,J.L.,72 F,"SR, II",10,6,B,Friday,5,No (4),"written portion came up right away so at first I though participant was coming out because of Java Script glitch, but there were no issues when I then presented her with the written portion"
232,MichiganStateUniversity,1,11/3/14,J.S.L.,71 F,"SR, II",20,7,B,Friday,5,"No, 2",Participant immediately sat on floor when filling out written survey
233,MichiganStateUniversity,1,11/3/14,S.K.,71 F,"II, SR",10,7,C,Friday,3,N/A,N/A
234,MichiganStateUniversity,1,11/3/14,S.K.,71 F,"II, SR",20,7,C,Friday,5,N/A,paticipant set clipboard down on table while filling them out
235,MichiganStateUniversity,2,11/3/14,S.K.,71 F,"SR, II",10,5,A,Friday,4,Yes,N/A
236,MichiganStateUniversity,2,11/3/14,J.K.,71 F,"SR, II",20,5,A,Friday,5,Yes,N/A
237,MichiganStateUniversity,1,11/3/14,J.K.,71 F,"II, SR",10,7,B,Friday,4,Yes,told me she left her stuff in the room and tried to walk back so I informed her there was another part before she took the paper surveys
238,MichiganStateUniversity,1,11/3/14,"J.K., V.C.",N/A,"II, SR",20,6,B,Friday,4,Yes,N/A
239,MichiganStateUniversity,1,11/3/14,V.C.,71 F,"SR, II",10,7,C,Monday,5,N/A,Java script in beginning; asked me if that was it/was there just the two pages after she finished filling out the survey
240,MichiganStateUniversity,1,11/3/14,V.C.,71 F,"SR, II",20,5,C,Monday,5,N/A,Java script in beginning; took longer than 30 minutes
241,MichiganStateUniversity,2,11/5/14,S.K.,73 F,"II, SR",10,6,A,Monday,5,Yes,participant had to use the bathroom halfway through
242,MichiganStateUniversity,1,11/5/14,S.K.,73 F,"II, SR",20,6,A,Monday,4,Yes,took longer than 30 minutes
243,MichiganStateUniversity,1,11/5/14,M.F.,73 F,"SR, II",10,7,B,Friday,4,Yes,N/A
244,MichiganStateUniversity,1,11/5/14,M.F.,74 F,"SR, II",20,6,B,Friday,4,"No,4",Leaned against the wall while completing survey
245,MichiganStateUniversity,1,11/5/14,D.M.,72 F,"II, SR",10,7,C,Friday,5,N/A,N/A
246,MichiganStateUniversity,1,11/5/14,D.M.,72 F,"II, SR",20,6,C,Friday,5,N/A,Participant ID was probably not entered.
247,MichiganStateUniversity,2,11/5/14,D.M.,72 F,"II, SR",10,5,A,Friday,5,Yes,WRONG PACKET USED 10 II SR A Leaned against the wall while completing survey (Participant ID was probably not entered)
248,MichiganStateUniversity,1,11/6/14,C.K./V.C.,71 F,"SR, II",20,6,A,Monday,5,Yes,Participant originally circled Friday but then crossed it out and circled Monday
249,MichiganStateUniversity,2,11/6/14,C.K./V.C.,71 F,"II, SR",10,6,B,Friday,4,Yes,Participant didn't want the debriefing form: said that he didn't really care
250,MichiganStateUniversity,1,11/6/14,C.K./V.C.,72 F,"II, SR",20,6,B,Monday,5,Yes,Didn't really read over the informed consent; participant came to fill out surveys when other participant was still filling out the surveys
251,MichiganStateUniversity,2,11/6/14,C.K./V.C.,72 F,"SR, II",10,5,C,Wednesday,4,N/A,Didn't really read over the informed consent; was approximately 5 minutes late
252,MichiganStateUniversity,1,11/6/14,J.S.L.,71 F,"SR, II",20,6,C,Monday,4,N/A,N/A
253,MichiganStateUniversity,1,11/6/14,J.S.L.,71 F,"II, SR",10,7,A,Friday,5,Yes,Participant leaned shoulder against door when filling out written survey
254,MichiganStateUniversity,1,11/6/14,D.V.,71 F,"II, SR",20,7,A,Friday,5,Yes,N/A
255,MichiganStateUniversity,2,11/6/14,D.V.,71 F,"SR, II",10,7,B,Friday,5,Yes,Set clipboard down on table while filling it out
256,MichiganStateUniversity,1,11/6/14,D.V.,71 F,"SR, II",20,7,B,Friday,5,No (1),Java script in beginning; participant didn't want debriefing form
257,MichiganStateUniversity,2,11/6/14,D.V.,71 F,"II, SR",10,7,C,Friday,4,N/A,N/A
258,MichiganStateUniversity,2,11/6/14,D.V.,71 F,"II, SR",20,6,C,Monday,4,N/A,"I couldn't enter the participant ID number, there was only script on the page"
259,MichiganStateUniversity,3,11/6/14,D.V.,71 F,"SR, II",10,4,A,Monday,3,Yes,Put participant in room 3 because room 1's monitor would only show a black screen. I restarted it and it works fine now.
260,MichiganStateUniversity,1,11/7/14,J.S.,71 F,"SR, II",20,3,A,Monday,5,Yes,"Brought her stuff out when she came to do the written survey, She went towards the table to use it, but I remained in the middle of the room and she came back to the middle and did the survey standing. Took over 30 minutes."
261,MichiganStateUniversity,1,11/7/14,J.S.,71 F,"II, SR",10,6,B,Friday,5,Yes,Circled true on one of the T/F and then crossed it out and circled false.
262,MichiganStateUniversity,2,11/7/14,J.S.,71 F,"II, SR",20,6,B,Friday,4,Yes,took over 30 minutes
263,MichiganStateUniversity,1,11/7/14,J.S.,71 F,"SR, II",10,6,C,Monday,5,N/A,N/A
264,MichiganStateUniversity,2,11/7/14,J.S.,71 F,"SR, II",20,6,C,Monday,5,N/A,N/A
265,MichiganStateUniversity,1,11/7/14,M.F.,71 F,"II, SR",10,7,A,Friday,5,Yes,N/A
266,MichiganStateUniversity,2,11/7/14,M.F.,72 F,"II, SR",20,7,A,Monday,5,Yes,Went to the desks and knelt on one knee to take the survey
267,MichiganStateUniversity,1,11/7/14,M.F.,72 F,"SR, II",10,4,B,Monday,5,Yes,Circled true on one of the T/F and then crossed it out and circled false.
268,MichiganStateUniversity,1,11/7/14,C.K.,73 F,"SR, II",20,5,B,Friday,4,Yes,originally had one of the true or false wrong but then crossed it out and circled the correct answer
269,MichiganStateUniversity,1,11/7/14,C.K.,73 F,"II, SR",10,6,C,Monday,5,N/A,N/A
270,MichiganStateUniversity,2,11/7/14,C.K.,73 F,"II, SR",20,5,C,Friday,4,N/A,Did not read over the page about the committee and checked a random box.
271,MichiganStateUniversity,1,11/10/14,C.K.,71 F,"SR, II",10,5,A,Friday,4,Yes,N/A
272,MichiganStateUniversity,2,11/10/14,J.L.,71 F,"SR, II",20,5,A,Friday,5,Yes,"For written portion participant asked if she needed to turn the page, I said yes. Also during the written portion the second participant came out to complete the written portion about halfway through."
273,MichiganStateUniversity,1,11/10/14,J.L.,71 F,"II, SR",10,6,B,Monday,4,Yes,"MAY HAVE ACCIDENTALLY TYPED IN ""173"" FOR PARTICIPANT ID INSTEAD OF ""273."" Paricipant came out to fill out written portion while other participant was still completing the written portion. Participant went to sit on the couch, realized there was no room on the couch and then just stood, never actually sitting down."
274,MichiganStateUniversity,1,11/10/14,J.L.,71 F,"II, SR",20,7,B,Friday,4,Yes,"Second participant came in a few minutes late, so she was still signing the informed concent form when participant 274 came out to complete the written portion. Participant stood no, problem but I did have to leave her while I took the other participant back to introduce the study and start her on the computer portion. When I came back participant was still standing and there didn't seem to be any issues from there."
275,MichiganStateUniversity,2,11/10/14,J.L.,71 F,"SR, II",10,5,C,Tuesday,4,N/A,"Participant came in after I had already gotten the other participant started, so instead of introducing the study in the main room I took her back into the hallway and read the greating and then got her started on the computer portion."
276,MichiganStateUniversity,2,11/10/14,J.L.,71 F,"SR, II",20,7,C,Friday,5,N/A,N/A
277,MichiganStateUniversity,1,11/10/14,J.L.,71 F,"II, SR",10,7,A,Friday,5,Yes,"Participant asked if it was all the pages for the written portion, I said yes."
278,MichiganStateUniversity,2,11/10/14,J.S.L.,71 F,"II, SR",20,7,A,Monday,5,Yes,"Both participants completed the survey at the same time, and both sat on the floor at the same time"
279,MichiganStateUniversity,1,11/10/14,J.S.L.,71 F,"SR, II",10,6,B,Monday,4,Yes,"Both participants completed the survey at the same time, and both sat on the floor at the same time"
280,MichiganStateUniversity,1,11/10/14,S.K.,71 F,"SR, II",20,5,B,Monday,4,No (4),***Participant's data should probably be thrown out. He had very little understanding of english and needed me to explain the true and false section then he just circled answers for the rest without reading them.
281,MichiganStateUniversity,2,11/10/14,J.K.,71 F,"II, SR",10,6,C,Monday,5,N/A,"Number keys were not working for one of the tasks about color, had to go into the room to figure out the issue and clicked the wrong color once we got it to work even though participant knew the correct answer. Participant was trying to use the numbers on the right hand side of keyboard but they weren't working, numbers above letters worked."
282,MichiganStateUniversity,1,11/10/14,J.K.,71 F,"II, SR",20,5,C,Monday,3,N/A,"Java script came up when trying to enter participant number, so results did not save for survey part. Tried to click back and try again but said the survey had timed out"
283,MichiganStateUniversity,1,11/10/14,J.K. V.C.,70 F,"SR, II",10,7,A,Monday,2,Yes,Went over 30 minutes
284,MichiganStateUniversity,2,11/10/14,V.C.,70 F,"SR, II",20,2,A,Sunday,4,Yes,Didn't seem to read informed consent. Filled out survey at same time as participant 285. Went over 30 minutes.
285,MichiganStateUniversity,1,11/10/14,V.C.,70 F,"II, SR",10,5,B,Friday,4,No (4),"Didn't seem to read informed consent. Participant came out of room almost immediately. I thought there was the Java issue, so I followed participant back to the room. However, it was the prompt to come see me. Participant didn't follow me back out, so I had to go back and ask participant to come out to the main room. Participant also leaned against/on a table while filling out the survey. Filling out survey at same time as participant 284. Went over 30 minutes."
286,MichiganStateUniversity,1,11/10/14,V.C.,70 F,"II, SR",20,5,B,Monday,5,No (1),Didn't seem to read informed consent. Finished in approximately 20 minutes.
287,MichiganStateUniversity,2,11/10/14,V.C.,70 F,"SR, II",10,6,C,Monday,5,N/A,Didn't seem to read informed consent.
288,MichiganStateUniversity,1,11/11/14,J.S.,70 F,"SR, II",20,7,C,Friday,4,N/A,N/A
289,MichiganStateUniversity,2,11/11/14,J.S.,70 F,"II, SR",10,7,A,Friday,5,Yes,Took over a half hour.
290,MichiganStateUniversity,2,11/11/14,J.S.,70 F,"II, SR",20,5,A,Monday,3,Yes,"participant circled the white trash can, then false, then crossed it out and circled true. Took over half an hour."
291,MichiganStateUniversity,1,11/11/14,J.S.,70 F,"SR, II",10,5,B,Friday,5,Yes,"Participant had some issues understanding one of the questions, positions of power. I helped her understand what they meant. I think it was a wording issue as she is British. Took over half an hour."
292,MichiganStateUniversity,1,11/11/14,J.L.,71 F,"SR, II",20,6,B,Monday,5,Yes,"for the written portion, participant went directly over to a desk as soon as I handed over the clipboard and kneeled down on the floor using the desk."
293,MichiganStateUniversity,1,11/11/14,J.L.,71 F,"II, SR",10,6,C,Monday,5,N/A,N/A
294,MichiganStateUniversity,1,11/11/14,J.L.,71 F,"II, SR",20,5,C,Friday,3,N/A,N/A
295,MichiganStateUniversity,1,11/11/14,J.L.,71 F,"SR, II",10,7,A,Friday,5,Yes,N/A
296,MichiganStateUniversity,2,11/11/14,M.F.,71 F,"SR, II",20,7,A,Friday,5,Yes,Called me from the room when the written survey came and then did the written portion on the ledge of the window.
297,MichiganStateUniversity,2,11/11/14,M.F.,71 F,"II, SR",10,7,B,Monday,5,Yes,N/A
298,MichiganStateUniversity,1,11/11/14,M.F.,71 F,"II, SR",20,6,B,Monday,3,Yes,Leaned against the wall
299,MichiganStateUniversity,1,11/11/14,M.F.,71 F,"SR, II",10,6,C,Friday,5,N/A,N/A
300,MichiganStateUniversity,1,11/11/14,J.K.,70 F,"SR, II",20,6,C,Wednesday,5,N/A,N/A
301,MichiganStateUniversity,2,11/11/14,J.K.,70 F,"II, SR",10,6,A,Friday,2,Yes,"Arrived 5 minutes late, tried to bring their friend into the study with them because she wanted to do the study as well. I told friend she could not come in and if there was an absence in the 7:00pm session I could add her in."
302,MichiganStateUniversity,1,11/11/14,J.K.,70 F,"II, SR",20,5,A,Monday,5,Yes,Sat down on the ground during the written portion
303,MichiganStateUniversity,2,11/11/14,J.K.,70 F,"SR, II",10,7,B,Friday,5,No (1),Was talking to me throughout the written survey asking me questions about my major and if I knew people and if she should work in a research lab
304,MichiganStateUniversity,1,11/12/14,C.K./V.C.,70 F,"SR, II",20,6,B,Monday,5,No (1),Java Script came up in the middle of the computer portion
305,MichiganStateUniversity,2,11/12/14,C.K./V.C.,70 F,"II, SR",10,6,C,Monday,4,N/A,Participant wasn't sure if there were still more questions on the computer portion after they finished the clipboard portion.
306,MichiganStateUniversity,2,11/12/14,C.K./V.C.,70 F,"II, SR",20,7,C,Friday,5,N/A,Participant needed clarification that he/she would need to come find me; participant immediately went and sat down on the couch; needed clarification that he/she should return to the station after they filled out the surveys; took longer than 30 minutes
307,MichiganStateUniversity,1,11/12/14,C.K./V.C.,70 F,"SR, II",10,6,A,Friday,5,Yes,N/A
308,MichiganStateUniversity,1,11/12/14,V.C.,70 F,"SR, II",20,7,A,Monday,4,Yes,Didn't seem to really read informed consent
309,MichiganStateUniversity,1,11/12/14,S.K.,70 F,"II, SR",10,7,B,Monday,5,No (1),Sat down on the ground during the written portion
310,MichiganStateUniversity,1,11/12/14,S.K.,70 F,"II, SR",20,5,B,Monday,3,Yes,rested the clipboard on the wall while still standing
311,MichiganStateUniversity,1,11/12/14,S.K.,71 F,"SR, II",10,5,C,Friday,4,N/A,N/A
312,MichiganStateUniversity,2,11/12/14,S.K.,71 F,"SR, II",20,6,C,Friday,5,N/A,Participant wore backpack during the written portion
313,MichiganStateUniversity,1,11/12/14,M.F.,71 F,"II, SR",10,7,A,Friday,5,Yes,N/A
314,MichiganStateUniversity,1,11/12/14,M.F.,71 F,"II, SR",20,5,A,Friday,4,Yes,Moved the boxes over and sat on the couch while completing the written portion
315,MichiganStateUniversity,1,11/12/14,D.B.,71 F,"SR, II",10,6,B,Monday,5,Yes,only took about 25 min
316,MichiganStateUniversity,2,11/12/14,D.B.,70 F,"SR, II",20,6,B,Friday,4,Yes,only took about 25 min
317,MichiganStateUniversity,1,11/12/14,D.B.,71 F,"II, SR",10,5,C,Friday,4,N/A,Participant tried to walk over the the desk and I had to repeat the script
318,MichiganStateUniversity,2,11/12/14,D.B.,70 F,"II, SR",20,6,C,Monday,5,N/A,Participant completed the consent form while sitting on the desk.
319,MichiganStateUniversity,1,11/12/14,D.B.,70 F,"SR, II",10,6,A,Monday,4,Yes,Particiapant came out with their jacket on and all of their belongings when they were instructed to find the researcher. Then after completing the survey they seemed irritated when instructed to return to the computer portion of the survey.
